title,link,descrip,date
Amusement ride gondola dropped during maintenance,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Famusement-ride-gondola-dropped-during-maintenance&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26531&auth=UXzHhl4m%2F29PdKzJaYqHHQ&profile=_default&rank=142&query=%21padrenull,"In October 2018, a gondola on a drop tower amusement ride detached from the catch-car above it during maintenance. The catch-car lifts the gondola in place to allow workers to carry out inspections of the ride. On this ride, a detent pin (a type of retaining pin also known as a quick release ball lock pin) is used to prevent the inadvertent release of the gondola. Workers insert the detent pin in the catch-car through a hole in the bottom of the catch-car.",19 November 2018
Worker fatally crushed when forklift tipped over,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-fatally-crushed-when-forklift-tipped-over&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26042&auth=eOvsDVeyMbEPkt6yK8VSuQ&profile=_default&rank=143&query=%21padrenull,"In October 2018, a worker was killed when the forklift he was operating tipped over and pinned him. The experienced operator was moving a load into an industrial shed. The forklift’s mast collided with an overhead steel beam, causing the forklift to tip over onto its side pinning the operator. It appears the operator may not have been wearing a seat belt. Investigations are continuing.",14 November 2018
Workers burned by arc flash in switchboards,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworkers-burned-by-arc-flashes-in-switchboards&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25648&auth=uxI3lqUC2l%2FOBIEtgr1U3g&profile=_default&rank=144&query=%21padrenull,"In October 2018, an electrical worker received burns to his hand, neck and face from an arc flash while he was terminating cables running to a switchboard.In September 2018, an electrical worker received burns to his hands when his pliers shorted two phases while attempting to fit a three phase circuit breaker to a live switchboard. Investigations into both incidents are continuing.",9 November 2018
Tower crane load dropped after hoist rope failure,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Ftower-crane-load-dropped-after-hoist-rope-failure&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26603&auth=dqKFCwViYmM3ycDZVlv%2BXQ&profile=_default&rank=145&query=%21padrenull,"In October 2018, a hoist rope on a tower crane at a construction site broke while lowering a load which then fell to the ground. Although no-one was injured, this was a dangerous incident that could have had very serious consequences. Investigations are continuing.",8 November 2018
Patient lifting slings,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2013%2Fpatient-lifting-slings&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19017&auth=hDBMbmBdSkLNeuAneo%2FqHg&profile=_default&rank=146&query=%21padrenull,The purpose of this safety alert is to inform people of the risk of patients falling out of patient lifting slings attached to patient hoists while the hoist is being moved and provide guidance on ways to control the risk of a patient falling from a patient lifting sling/hoist and to ensure a safe system of work is followed.,5 November 2018
Workers injured when concrete pipe toppled over,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworkers-injured-when-concrete-pipe-toppled-over&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26038&auth=%2FoIDi09dghwUKfpKP9Nc3A&profile=_default&rank=147&query=%21padrenull,"In October 2018, two workers in an excavation were injured when a 1350mm diameter concrete stormwater pipe toppled over. They were installing a short 500mm length of the large diameter pipe by abutting the pipe up to the end of a recently laid pipe and using timber and sandbags as chocks to support the pipe in position. It appears one of the workers may have moved a sandbag and the pipe toppled over. One worker was trapped beneath the pipe for several minutes and his leg was broken. Investigations are continuing.",22 October 2018
Worker injured in wall collapse,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-injured-in-wall-collapse&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23411&auth=lJKOV%2B0re9234hDd%2BdhI%2Bw&profile=_default&rank=148&query=%21padrenull,"In September 2018, a worker received serious head, back and chest injuries while attempting to jump off a trestle to avoid the collapse of a 2.8 metre high block wall. He and another worker who was not injured were constructing the block wall.",19 October 2018
Worker’s lower leg amputated as forklift strikes bollard,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworkers-lower-leg-amputated-as-forklift-strikes-bollard&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D27891&auth=%2FuWSfcgMWkcD1g7%2BYXL7TA&profile=_default&rank=149&query=%21padrenull,"In September 2018, a forklift operator’s lower leg was amputated when the forklift he was driving struck a bollard. Initial investigations suggest he was driving the forklift around a corner of a packing hall onto an exit ramp and his foot may have been outside of the manufacturer’s designated operating position. Investigations are continuing.",19 October 2018
Worker severely injured by failed towing equipment,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-severely-injured-by-failed-towing-equipment&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26547&auth=C5PoNGVJfVltt%2B02mcJU4w&profile=_default&rank=150&query=%21padrenull,"In September 2018, a truck driver suffered severe abdominal injuries when a chain failed during a semi-trailer recovery operation. The chain was being used with other heavy vehicle recovery equipment including a pulley (snatch block), winch rope and hook to move the jack-knifed semi-trailer.",17 October 2018
Emergency plans for recreational diving and snorkelling,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2013%2Femergency-plans-for-recreational-diving-and-snorkelling&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26104&auth=XxoitqNak3sYCd8YG6txvQ&profile=_default&rank=151&query=%21padrenull,"Workplace Health and Safety Queensland is issuing a safety alert following instances where recreational diving and snorkelling businesses have failed to respond effectively, efficiently and in a timely manner to an emergency situation.",12 October 2018
Worker crushed under his own truck while unloading on a slope,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-crushed-under-his-own-truck-while-unloading-on-a-slope&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D28686&auth=VashHKDVOyTD3%2FSUGFfo6g&profile=_default&rank=152&query=%21padrenull,"In September 2018, a worker sustained serious crush injuries to his hand, leg, pelvis and torso, as well as a collapsed lung when he was trapped under the wheels of his truck while delivering timber and plasterboard. He parked the truck on a very steep driveway to unload using a vehicle loading crane which he was not familiar with. There were no witnesses to the incident, but skid marks on the driveway indicated the truck had slid approximately eleven metres before crashing into a retaining wall. It is not clear how the worker became trapped and investigations are continuing.",28 September 2018
Teenager electrocuted by overhead powerlines on rural property,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fteenager-electrocuted-by-overhead-powerlines-on-rural-property&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D28554&auth=doR7VGkULi1l958S1cuflw&profile=_default&rank=153&query=%21padrenull,"In September 2018, a teenager was killed when a metal irrigation pipe he was lifting with a friend made contact with an overhead 22,000 volt powerline on a rural property. Investigations are continuing.",28 September 2018
Worker’s arm partially amputated in quad bike collision with mechanical pruner,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworkers-arm-partially-amputated-in-quad-bike-collision-with-mechanical-pruner&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D30443&auth=iMp4Saj0sxEq3i8EF%2Bo%2FZg&profile=_default&rank=154&query=%21padrenull,"In August 2018, a worker’s arm was partially amputated when the quad bike he was operating collided with a mechanical pruner. One worker was operating a mechanical pruner attached to the front of a tractor to prune the bottom branches from macadamia trees. Another worker was operating a quad bike nearby. The quad bike and its operator contacted the pruner resulting in a partial arm amputation. Investigations are continuing.",25 September 2018
Immediate action required to prevent exposure to silica for engineered stone benchtop workers,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2018%2Fprevent-exposure-to-silica-for-engineered-stone-benchtop-workers&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D27955&auth=YsOAGtxPZpMuLVYwlvbZCA&profile=_default&rank=155&query=%21padrenull,"This alert is to highlight the significant health risks caused by exposure to respirable crystalline silica (RCS) for workers in engineered stone benchtop manufacturing, finishing and installation industries.",18 September 2018
Worker crushed by falling sheets of balustrading glass,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-crushed-by-falling-sheets-of-balustrading-glass&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D27213&auth=4dnnaqFZ4GF7RdEjW%2BI0wQ&profile=_default&rank=156&query=%21padrenull,"In August 2018, a worker was crushed when multiple sheets of balustrading glass fell from a truck-mounted A-frame. He was standing on the ground beside the truck, holding and balancing the sheets in a near vertical position, while another worker removed a sheet of ply from behind the glass.",7 September 2018
Worker killed in fall from air-conditioning duct,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-killed-in-fall-from-air-conditioning-duct&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26100&auth=kwsEBmbCBBcHkW%2F13a1G5w&profile=_default&rank=157&query=%21padrenull,"In August 2018, a worker was killed after falling twelve metres onto a concrete floor. Early investigations indicate he was undertaking scheduled maintenance of air-conditioning ducts and was in the fresh air intake pre-conditioned outside air (PCOA) unit. A co-worker returned to the area and found a void where a floor grate had been. He looked through the void and saw his colleague on the concrete floor below. This particular PCOA is the only vent open to external, often hot and humid air, and as such is a high corrosion area. Investigations are continuing.",6 September 2018
Operator thrown and killed in bulldozer rollover,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Foperator-thrown-and-killed-in-bulldozer-rollover&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26004&auth=By%2B8ijuwmlZiq5ivb9xgfg&profile=_default&rank=158&query=%21padrenull,"In August 2018, a bulldozer operator from Julatten was killed while clearing foliage. It appears the dozer drove onto a log, causing the tracks to lose friction, and it rolled onto a steep slope, throwing him from the cage. Investigations are continuing.",30 August 2018
Worker fatally crushed by prime mover,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-fatally-crushed-by-prime-mover&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24526&auth=VdMcUDmhzwWO8tUURisbDw&profile=_default&rank=159&query=%21padrenull,"In July 2018, a worker was fatally crushed by a slow moving prime mover. The truck was undergoing modifications and was being moved under cover at the end of the work day. It is unclear at this stage how the worker came to be under the truck. Investigations are continuing.",9 August 2018
Stair module failures on scaffolding,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2015%2Fstair-module-failures-on-scaffolding&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22095&auth=hsx4hUThck1zpC9iZkmNZQ&profile=_default&rank=160&query=%21padrenull,A number of incidents have occurred in Queensland where modular scaffolding stair units have dropped or stair treads have failed.,6 August 2018
Grandstand collapse,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2016%2Fgrandstand-collapse&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D17932&auth=hpPjVTkbV0CoTo01e%2F7apw&profile=_default&rank=161&query=%21padrenull,"This safety alert highlights the risks of a grandstand collapse, particularly to temporary modular grandstands that are to be dismantled and moved to new locations.",6 August 2018
Re-design of rider restraint systems on amusement devices,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2015%2Fre-design-of-rider-restraint-systems-on-amusement-devices&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26088&auth=dPGdjTj8%2Fr70VP62ImnqgQ&profile=_default&rank=162&query=%21padrenull,There are identified risks with rider restraint systems on some amusement rides. This alert outlines information on engineering controls to assist in ensuring the safety of patrons.,6 August 2018
Support of mobile plant on outriggers,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2015%2Fsupport-of-mobile-plant-on-outriggers&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22730&auth=ir1llmfNSLhHGGNOW7i52Q&profile=_default&rank=163&query=%21padrenull,"The purpose of this safety alert is to highlight the potential risks associated with inadequate support under outrigger feet on mobile plant – particularly on poor ground, including fill.",6 August 2018
Ladder platform brackets,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2016%2Fladder-platform-brackets&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19001&auth=32ykff3CxOqsiTfj2nqecQ&profile=_default&rank=164&query=%21padrenull,The purpose of this safety alert is to highlight the risks associated with attaching ladder platform brackets onto ladders.,3 August 2018
Counterweights on mobile plant,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2016%2Fcounterweights-on-mobile-plant&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D20719&auth=fl5TYfCb7IDEqtFtMw3lsA&profile=_default&rank=165&query=%21padrenull,"The purpose of this safety alert is to: inform workers about the hazard of falling counterweights when fitting or removing them on mobile plant, and provide guidance on design, fitting, work system and training issues to reduce the risk of anyone being injured or killed by falling counterweights on mobile plant during their fitting or removal.",3 August 2018
Concrete wall panels,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2016%2Fconcrete-wall-panels&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D17936&auth=dXOi6cdhLj73oOvEBX3kMA&profile=_default&rank=166&query=%21padrenull,The purpose of this safety alert is to highlight the potential risks associated with the installation of concrete wall panels and to focus on systems to help prevent panels falling over. This alert applies to both pre-cast and tilt-up wall panel erection.,3 August 2018
Vehicle stabilisers and outriggers,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2018%2Fvehicle-stabilisers-and-outriggers&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22117&auth=sZXJf2oQE5PzzRk0mrvcaw&profile=_default&rank=167&query=%21padrenull,The purpose of this safety alert is to highlight the risks associated with stabilisers and outriggers on trucks when travelling on public roads.,2 August 2018
Appropriate powered tender vessels and propeller guarding for rescue of recreational divers and snorkellers,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2005%2Fappropriate-powered-tender-vessels-and-propeller-guarding-for-rescue-of-recreational-divers-and-snorkellers&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D32833&auth=hgceS3LtULU9bkx1hlLwHw&profile=_default&rank=168&query=%21padrenull,"Workplace health and safety alert for alerting employers, self employed persons, persons in control of workplaces, designers, importers, manufacturers, installers and suppliers of plant, and workers in the diving and snorkelling industry, to the hazards caused by using inappropriate vessels and unguarded propellers on motors of rescue vessels",31 July 2018
Safe filling of portable aluminium alloy cylinders,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Fsafety-alert-safe-filling-of-portable-aluminium-alloy-cylinders&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D27575&auth=1ZaLYfd7A4CebCrN%2BSajLA&profile=_default&rank=169&query=%21padrenull,The purpose of this alert is to inform all businesses and people who fill aluminium alloy cylinders of the risks of death and injury from cylinder explosion.,31 July 2018
Dive cylinder fill whips,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2012%2Fdive-cylinder-fill-whips&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19033&auth=CQ6ZhUOUszmc%2BNHh2FcHBg&profile=_default&rank=170&query=%21padrenull,The purpose of this safety alert is to highlight the risks associated with the filling of SCUBA cylinders using a flexible fill hose.,31 July 2018
Experienced technician critically injured by mismatching scuba cylinder tank valve fitting,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2016%2Fexperienced-technician-critically-injured-by-mismatching-scuba-cylinder-tank-valve-fitting&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D30635&auth=fV8MCMp87Bv5XdCTKtYl5w&profile=_default&rank=171&query=%21padrenull,"The purpose of this safety alert is to highlight the potential risks associated with inadequate support under outrigger feet on mobile plant – particularly on poor ground, including fill.",31 July 2018
Potential for explosion of aluminium alloy oil/water separators fitted to high pressure air compressors,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2013%2Fpotential-for-explosion-of-aluminium-alloy-oilwater-separators-fitted-to-high-pressure-air-compressors&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D32348&auth=ZaZOiHNsFkWkkZIU4NAwDw&profile=_default&rank=172&query=%21padrenull,Workplace health and safety alerts for owners and users of Bauer high pressure air compressors,31 July 2018
Lift motor falls down shaft injuring workers,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Flift-motor-falls-down-shaft-injuring-workers&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25604&auth=ZHESMh%2BzJos0FXNWBvZCiQ&profile=_default&rank=173&query=%21padrenull,"In June 2018, two workers were injured when a lift motor being moved in a shaft fell and dislodged scaffolding they were standing on. One fell approximately three metres injuring his shoulder. Investigations are continuing.",24 July 2018
Workers foot amputated in screw conveyor,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworkers-foot-amputated-in-screw-conveyor&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24912&auth=Wrag0LESxLWh7Qf29Cv6OQ&profile=_default&rank=174&query=%21padrenull,"In July 2018, a worker was cleaning a decanter when he stepped back through an open grate into an operating screw conveyor, which amputated his foot just above his ankle.",24 July 2018
Driver fatally crushed by own truck,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fdriver-fatally-crushed-by-own-truck&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24034&auth=JbcMYq0jor%2FonuL4M1dtmA&profile=_default&rank=175&query=%21padrenull,"In June 2018, an owner/operator truck driver was reversing his single deck truck up to a loading ramp to load cattle used in a rodeo as part of the local annual show. It appears he placed the truck in reverse and began to idle backwards – the gearing of the truck in reverse was that low that it did not require the driver to have his foot on the accelerator. He then opened the door and stood on the running boards of the truck holding on to the steering wheel to manoeuvre the truck while looking backwards to where he was going.",20 July 2018
Workers hand crushed by mobile piling rig,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworkers-hand-crushed-by-mobile-piling-rig&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25061&auth=r2GlfTZPlZHV0L050SkFbA&profile=_default&rank=176&query=%21padrenull,"In June 2018, a worker’s hand was crushed when a mobile piling rig he was operating in crane mode rolled over. The operator was part of a team replacing a wooden railway bridge. Initial inquiries indicate that the piling rig was carrying a load across the tracks when it rolled over on to its side, squashing the cab and crushing his hand. Investigations are continuing.",20 July 2018
Lifter borer boom failure,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2016%2Flifter-borer-boom-failure&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19976&auth=uxgrsTz3kWqSZjt5rtMNRw&profile=_default&rank=177&query=%21padrenull,The purpose of this safety alert is to highlight the importance of regular maintenance and inspection of lifter borers and the need to follow the manufacturer's operating instructions.,17 July 2018
Risks of short legging when using mobile plant,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2016%2Fsafety-alert-risks-of-short-legging-when-using-mobile-plant&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26607&auth=2eSxLEXX0r%2FuNW5uJQXLwg&profile=_default&rank=178&query=%21padrenull,"The purpose of this safety alert is to highlight the risks associated with the practice of short legging: mobile concrete placement booms, mobile cranes, truck mounted elevating work platforms. This alert also provides some control measures to manage the risks of short legging.",17 July 2018
Precast wall panel failure,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2018%2Fprecast-wall-panel-failure&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19964&auth=2KX1fKbhnWKasAdVClS2aQ&profile=_default&rank=179&query=%21padrenull,"The purpose of this health and safety alert is to inform workers, employers, builders and designers of the risk of falling concrete elements attached to the perimeter of buildings under construction.",10 July 2018
Falling objects from personnel and material hoists,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2018%2Ffalling-objects-from-personnel-and-material-hoists&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25065&auth=EXEp1DUFpYINg%2FLGLneg%2Bw&profile=_default&rank=180&query=%21padrenull,The purpose of this alert is to highlight the risk of falling objects when zip ties (cable ties) are used to attach weights to the outside of personnel and material hoist cars. The same principles apply wherever zip ties are being used to secure parts where there is a risk to people from falling objects.,10 July 2018
Workers fall through second storey floor,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworkers-fall-through-second-storey-floor&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24848&auth=rgPr3PKXW1FJalnRqXzGSw&profile=_default&rank=181&query=%21padrenull,"In May 2018, two workers fell to the ground when the second storey floor of a residential building under construction collapsed after materials were placed on it by a crane. One worker sustained a broken ankle. Investigations are continuing.",10 July 2018
Uncontrolled movement of a concrete truck,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Funcontrolled-movement-of-a-concrete-truck&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25101&auth=jJnel%2BBiAIKiRdOClvxHqA&profile=_default&rank=182&query=%21padrenull,"In April 2018, a concrete truck was parked on a wet, sloping driveway at a private property in Buderim in readiness for a concrete pour. The operator placed rubber chocks under the front wheels and timber chocks under the rear wheels of the truck.",10 July 2018
Worker crushed by slewing crane,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-crushed-by-slewing-crane&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23472&auth=%2FaSv4GC4EWqEIeo0owZ8Jg&profile=_default&rank=183&query=%21padrenull,"In May 2018, a dogger received serious crush injuries while working on a truck mounted crane. He was packing up the chains of the 60 tonne mobile crane when it slewed, trapping him between the counterweights and a toolbox mounted on the truck. Investigations are continuing.",19 June 2018
